,PlayerID,Player_Name_x,Age,Height,MaxRank,Hand,Country,win%,ace_count,aces_per_game,breakpoint_count,breakpoints_per_game,top_30_win%,top_100_win%,hard_win%,clay_win%,grass_win%,carpet_win%,Unnamed: 0,Player_Name_y,Height(cm),Matches Played,Overall_Win%_30matches,Top_100_Win%_30matches,Top_30_Win%_30matches,First_Serve%_30matches,First_Serve_Win%_30matches,BPSave%_30matches,BPConv%_30matches,Aces/Match_30matches,DF/Match_30matches,Future Top 30
0,103720,Lleyton Hewitt,20.7529089665,180.0,1.0,R,AUS,0.7,605.0,0.925,605.0,0.9250764525993884,0.5491803278688525,0.6560747663551402,0.6919060052219321,0.648854961832061,0.775,0.75,103720,Lleyton Hewitt,180.0,30,0.7,0.6896551724137931,0.5,0.6141670807328141,0.7237594122258043,0.6421052631578947,0.45,3.633333333333333,2.1666666666666665,True
1,103017,Nicolas Kiefer,22.5352498289,183.0,4.0,R,GER,0.57,355.0,0.937,355.0,0.9366754617414248,0.445859872611465,0.5316455696202531,0.6157205240174672,0.4567901234567901,0.5757575757575758,0.5555555555555556,103017,Nicolas Kiefer,183.0,30,0.6333333333333333,0.5833333333333334,0.5714285714285714,0.5125858460228305,0.7564376021517066,0.631336405529954,0.4210526315789473,6.333333333333333,4.8,True
2,103264,Mariano Puerta,26.9048596851,180.0,9.0,L,ARG,0.49,147.0,0.948,147.0,0.9483870967741935,0.25,0.4365079365079365,0.4,0.5596330275229358,0.0,0.125,103264,Mariano Puerta,180.0,30,0.3333333333333333,0.2592592592592592,0.0909090909090909,0.6556375598160054,0.6522127915880669,0.6330935251798561,0.4239130434782608,3.8666666666666663,2.1666666666666665,True
3,102845,Carlos Moya,22.546201232,190.0,1.0,R,ESP,0.64,444.0,0.957,444.0,0.9568965517241379,0.5,0.5972972972972973,0.56353591160221,0.7042801556420234,0.5,0.5833333333333334,102845,Carlos Moya,190.0,30,0.6333333333333333,0.5454545454545454,0.4545454545454545,0.5373644188564253,0.6838117929472557,0.6484641638225256,0.4052287581699346,4.266666666666667,3.6666666666666665,True
4,102563,Thomas Johansson,27.2142368241,180.0,7.0,R,SWE,0.54,328.0,0.909,328.0,0.9085872576177285,0.30833333333333335,0.4899328859060403,0.5505050505050505,0.36923076923076925,0.6666666666666666,0.6136363636363636,102563,Thomas Johansson,180.0,30,0.5333333333333333,0.4285714285714285,0.375,0.5090130563340277,0.7548882954035471,0.6255707762557078,0.410958904109589,7.666666666666667,3.2333333333333334,True
5,102856,Gustavo Kuerten,24.34770705,190.0,1.0,R,BRA,0.66,278.0,0.903,278.0,0.9025974025974026,0.49523809523809526,0.6196581196581197,0.5853658536585366,0.7297297297297297,0.6363636363636364,0.5769230769230769,102856,Gustavo Kuerten,190.0,30,0.7,0.7037037037037037,0.6923076923076923,0.547696430021484,0.7507254424555382,0.6040609137055838,0.4891774891774891,6.633333333333334,2.1666666666666665,True
6,102610,Albert Costa,27.0746064339,180.0,6.0,R,ESP,0.57,253.0,0.969,253.0,0.9693486590038314,0.5,0.5263157894736842,0.43037974683544306,0.6526946107784432,0.0,0.38461538461538464,102610,Albert Costa,180.0,30,0.6333333333333333,0.6153846153846154,0.6,0.6662969145301485,0.7095624167956871,0.6210526315789474,0.3830645161290322,4.666666666666667,2.2,True
7,102998,Jan Michael Gambill,24.0410677618,190.0,14.0,R,USA,0.49,226.0,0.966,226.0,0.9658119658119658,0.2823529411764706,0.4157303370786517,0.5576923076923077,0.2,0.5625,0.2727272727272727,102998,Jan Michael Gambill,190.0,30,0.5,0.4166666666666667,0.2,0.5638215386468483,0.7600151777239834,0.615,0.3924731182795699,9.9,2.933333333333333,True
8,103151,Mariano Zabaleta,22.1136208077,183.0,21.0,R,ARG,0.49,257.0,0.955,257.0,0.9553903345724907,0.49411764705882355,0.4675925925925926,0.41379310344827586,0.5517241379310345,0.0,0.25,103151,Mariano Zabaleta,183.0,30,0.5666666666666667,0.56,0.4166666666666667,0.5554725539875307,0.6910148697386763,0.5754716981132075,0.4148471615720524,4.2,3.6,True
9,102854,Sjeng Schalken,26.6338124572,193.0,11.0,R,NED,0.56,255.0,0.917,255.0,0.9172661870503597,0.2875,0.5186915887850467,0.5753424657534246,0.47619047619047616,0.65,0.5862068965517241,102854,Sjeng Schalken,193.0,30,0.5,0.625,0.25,0.6327947933301444,0.6963820176458948,0.6021897810218978,0.4586776859504132,3.933333333333333,3.4,True
10,103163,Tommy Haas,24.1095140315,188.0,2.0,R,GER,0.63,577.0,0.923,577.0,0.9232,0.4666666666666667,0.6061776061776062,0.6525198938992043,0.5914634146341463,0.5818181818181818,0.6206896551724138,103163,Tommy Haas,188.0,30,0.7333333333333333,0.65,0.5,0.5654458682072312,0.7720355755936056,0.6714285714285714,0.4008438818565401,8.866666666666667,4.666666666666667,True
11,103084,Guillermo Canas,27.5290896646,185.0,8.0,R,ARG,0.6,305.0,0.971,305.0,0.9713375796178344,0.4606741573033708,0.5387931034482759,0.5701754385964912,0.6242038216560509,0.6071428571428571,0.4666666666666667,103084,Guillermo Canas,185.0,30,0.3333333333333333,0.3333333333333333,0.3,0.5699887167487205,0.6925397368746791,0.5592592592592592,0.4075471698113208,3.7666666666666666,3.8,True
12,103498,Marat Safin,20.8350444901,193.0,1.0,R,RUS,0.64,453.0,0.908,453.0,0.9078156312625251,0.5480225988700564,0.6101694915254238,0.6245059288537549,0.6308724832214765,0.6111111111111112,0.7377049180327869,103498,Marat Safin,193.0,30,0.6,0.64,0.4545454545454545,0.4995516497645476,0.766788943964957,0.5714285714285714,0.3870967741935484,8.366666666666667,2.7666666666666666,True
13,102796,Magnus Norman,24.0739219713,188.0,2.0,R,SWE,0.55,167.0,0.933,167.0,0.9329608938547486,0.3269230769230769,0.5100671140939598,0.6063829787234043,0.4805194805194805,0.6,0.3333333333333333,102796,Magnus Norman,188.0,30,0.5666666666666667,0.5,0.5,0.5743934329747624,0.7166804005588093,0.6374501992031872,0.4249084249084249,4.7,2.7,True
14,102987,Andre Sa,25.3059548255,185.0,55.0,R,BRA,0.35,95.0,0.931,95.0,0.9313725490196079,0.045454545454545456,0.30303030303030304,0.4,0.25806451612903225,0.4,0.36363636363636365,102987,Andre Sa,185.0,30,0.2666666666666666,0.25,0.0,0.5930301905598712,0.6053196792603944,0.5688622754491018,0.4324324324324324,2.466666666666667,3.7,False
