,PlayerID,Player_Name,Age,Height,MaxRank,Hand,Country,win_count,lose_count,match_count,win%,aces_in_match_lost,aces_in_match_won,ace_count,aces_per_game,first_serve_percentage_match_lost,first_serve_percentage_match_won,first_serve_won_percentage_match_lost,first_serve_won_percentage_match_won,second_serve_count,second_serve_match%,breakpoints_won_match_lost,breakpoints_won_match_won,breakpoint_count,breakpoints_per_game,win_count_30,loss_count_30,win_count_100,loss_count_100,total_top30_matches,total_top100_matches,top_30_win%,top_100_win%,hard_surface_win,hard_surface_loss,hard_surface_match_count,hard_win%,clay_surface_win,clay_surface_loss,clay_surface_match_count,clay_win%,grass_surface_win,grass_surface_loss,grass_surface_match_count,grass_win%,carpet_surface_win,carpet_surface_loss,carpet_surface_match_count,carpet_win%
299,102247,Andrea Gaudenzi,28.1533196441,183.0,52.0,R,ITA,45.0,66.0,111.0,0.41,199.0,148.0,347.0,3.126,0.5348324254853798,0.6063816087052367,0.636616591640777,0.727212114824041,1714.0,15.441,115.0,190.0,305.0,2.7477477477477477,9.0,26.0,31.0,57.0,35.0,88.0,0.2571428571428571,0.3522727272727273,7.0,21.0,28.0,0.25,36.0,38.0,74.0,0.4864864864864865,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.2857142857142857
300,101723,Magnus Larsson,30.045174538,193.0,36.0,R,SWE,36.0,32.0,68.0,0.53,181.0,241.0,422.0,6.206,0.6301192945354356,0.6307062962600921,0.6663668224875181,0.7738158783277151,1038.0,15.265,60.0,129.0,189.0,2.7794117647058822,7.0,9.0,22.0,29.0,16.0,51.0,0.4375,0.43137254901960786,20.0,14.0,34.0,0.5882352941176471,10.0,10.0,20.0,0.5,4.0,6.0,10.0,0.4,2.0,2.0,4.0,0.5
308,103082,Markus Hantschk,22.9650924025,188.0,72.0,R,GER,23.0,34.0,57.0,0.4,105.0,140.0,245.0,4.298,0.563077045440242,0.6033472157471229,0.6384527665081052,0.7440760377809486,889.0,15.596,41.0,99.0,140.0,2.456140350877193,2.0,6.0,11.0,21.0,8.0,32.0,0.25,0.34375,8.0,13.0,21.0,0.38095238095238093,14.0,18.0,32.0,0.4375,1.0,3.0,4.0,0.25,0.0,0.0,0.0,0.0
309,103420,Michal Tabara,21.9301848049,175.0,48.0,R,CZE,30.0,38.0,68.0,0.44,102.0,100.0,202.0,2.971,0.50510552059246,0.5940181709037311,0.6402480873861691,0.7021651957890892,1111.0,16.338,75.0,136.0,211.0,3.1029411764705883,4.0,10.0,16.0,26.0,14.0,42.0,0.2857142857142857,0.38095238095238093,11.0,14.0,25.0,0.44,17.0,18.0,35.0,0.4857142857142857,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.3333333333333333
310,102720,Tomas Zib,29.4811772758,178.0,51.0,R,CZE,26.0,70.0,96.0,0.27,221.0,117.0,338.0,3.521,0.5873240296142678,0.5835179626444998,0.6504314157183274,0.745471607142322,1345.0,14.01,86.0,97.0,183.0,1.90625,3.0,13.0,15.0,51.0,16.0,66.0,0.1875,0.22727272727272727,9.0,29.0,38.0,0.23684210526315788,12.0,28.0,40.0,0.3,5.0,9.0,14.0,0.35714285714285715,0.0,0.0,0.0,0.0
314,102179,Antony Dupuis,28.5420944559,185.0,57.0,R,FRA,65.0,92.0,157.0,0.41,617.0,555.0,1172.0,7.465,0.5828062066187627,0.6205384865438998,0.6769411621189602,0.7750130907572149,2641.0,16.822,134.0,194.0,328.0,2.089171974522293,6.0,27.0,37.0,73.0,33.0,110.0,0.18181818181818182,0.33636363636363636,28.0,38.0,66.0,0.42424242424242425,16.0,31.0,47.0,0.3404255319148936,15.0,17.0,32.0,0.46875,6.0,6.0,12.0,0.5
316,103789,Irakli Labadze,23.0718685832,188.0,42.0,L,GEO,38.0,60.0,98.0,0.39,236.0,193.0,429.0,4.378,0.6030802780502886,0.6235397175110695,0.6311173605301524,0.7444784963901885,1258.0,12.837,102.0,137.0,239.0,2.438775510204082,8.0,15.0,21.0,48.0,23.0,69.0,0.34782608695652173,0.30434782608695654,12.0,23.0,35.0,0.34285714285714286,18.0,27.0,45.0,0.4,5.0,7.0,12.0,0.4166666666666667,3.0,3.0,6.0,0.5
317,103294,Christophe Rochus,27.3757700205,170.0,38.0,R,BEL,90.0,170.0,260.0,0.35,256.0,220.0,476.0,1.831,0.5956325843121408,0.6279395522674893,0.5935067375862287,0.6969244267906647,3336.0,12.831,258.0,419.0,677.0,2.603846153846154,10.0,54.0,58.0,131.0,64.0,189.0,0.15625,0.30687830687830686,31.0,60.0,91.0,0.34065934065934067,55.0,81.0,136.0,0.40441176470588236,1.0,18.0,19.0,0.05263157894736842,3.0,11.0,14.0,0.21428571428571427
323,102860,Agustin Calleri,27.0006844627,183.0,16.0,R,ARG,148.0,136.0,284.0,0.52,877.0,1022.0,1899.0,6.687,0.5573747208654535,0.5605778291873285,0.7058525542145252,0.7903381186024144,4697.0,16.539,253.0,557.0,810.0,2.852112676056338,27.0,48.0,104.0,116.0,75.0,220.0,0.36,0.4727272727272727,47.0,55.0,102.0,0.46078431372549017,94.0,70.0,164.0,0.573170731707317,3.0,7.0,10.0,0.3,4.0,4.0,8.0,0.5
324,103444,Jean Rene Lisnard,23.5318275154,173.0,85.0,R,MON,44.0,64.0,108.0,0.41,123.0,89.0,212.0,1.963,0.5102122487510605,0.5586123753502842,0.622008559357993,0.7100349345997098,1770.0,16.389,120.0,185.0,305.0,2.824074074074074,6.0,26.0,19.0,54.0,32.0,73.0,0.1875,0.2602739726027397,17.0,25.0,42.0,0.40476190476190477,25.0,33.0,58.0,0.43103448275862066,1.0,4.0,5.0,0.2,1.0,2.0,3.0,0.3333333333333333
341,102607,Juan Balcells,26.2258726899,190.0,58.0,R,ESP,36.0,39.0,75.0,0.48,187.0,201.0,388.0,5.173,0.7026854555343167,0.7503386968393136,0.6414801879918902,0.7543502200838782,850.0,11.333,70.0,109.0,179.0,2.3866666666666667,6.0,14.0,26.0,32.0,20.0,58.0,0.3,0.4482758620689655,13.0,15.0,28.0,0.4642857142857143,23.0,19.0,42.0,0.5476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,102567,George Bastl,25.0841889117,183.0,71.0,R,SUI,35.0,65.0,100.0,0.35,308.0,190.0,498.0,4.98,0.6403820651299109,0.6627090917229099,0.6489261860856466,0.6875122742984916,1196.0,11.96,93.0,131.0,224.0,2.24,6.0,19.0,19.0,49.0,25.0,68.0,0.24,0.27941176470588236,23.0,35.0,58.0,0.39655172413793105,4.0,12.0,16.0,0.25,3.0,10.0,13.0,0.23076923076923078,5.0,8.0,13.0,0.38461538461538464
344,103484,James Blake,26.5900068446,185.0,5.0,R,USA,261.0,189.0,450.0,0.58,879.0,1572.0,2451.0,5.447,0.5644788121919517,0.5849980518853757,0.6790410980839179,0.7687085891306329,7403.0,16.451,343.0,985.0,1328.0,2.951111111111111,59.0,90.0,193.0,167.0,149.0,360.0,0.3959731543624161,0.5361111111111111,204.0,121.0,325.0,0.6276923076923077,32.0,41.0,73.0,0.4383561643835616,21.0,22.0,43.0,0.4883720930232558,4.0,5.0,9.0,0.4444444444444444
384,102722,Attila Savolt,26.2861054073,183.0,68.0,R,HUN,28.0,37.0,65.0,0.43,146.0,147.0,293.0,4.508,0.5511783748447107,0.5623493153824802,0.6699625238717638,0.7566546740665006,926.0,14.246,39.0,97.0,136.0,2.0923076923076924,4.0,9.0,16.0,26.0,13.0,42.0,0.3076923076923077,0.38095238095238093,4.0,13.0,17.0,0.23529411764705882,24.0,20.0,44.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,103171,Raemon Sluiter,24.8678986995,185.0,46.0,R,NED,62.0,87.0,149.0,0.42,533.0,457.0,990.0,6.644,0.583112407993344,0.5806300154783622,0.6898033714713129,0.791829992026082,2391.0,16.047,116.0,200.0,316.0,2.120805369127517,14.0,30.0,38.0,71.0,44.0,109.0,0.3181818181818182,0.3486238532110092,15.0,33.0,48.0,0.3125,21.0,29.0,50.0,0.42,19.0,17.0,36.0,0.5277777777777778,7.0,8.0,15.0,0.4666666666666667
393,103428,Juan Ignacio Chela,24.848733744,190.0,16.0,R,ARG,233.0,201.0,434.0,0.54,569.0,732.0,1301.0,2.998,0.5917341867724404,0.6141229005783759,0.6258944311407749,0.7367454738424973,6441.0,14.841,414.0,1001.0,1415.0,3.26036866359447,45.0,91.0,164.0,183.0,136.0,347.0,0.33088235294117646,0.47262247838616717,89.0,86.0,175.0,0.5085714285714286,139.0,100.0,239.0,0.5815899581589958,3.0,9.0,12.0,0.25,2.0,6.0,8.0,0.25
394,103240,Kevin Kim,26.5763175907,180.0,65.0,R,USA,33.0,70.0,103.0,0.32,317.0,204.0,521.0,5.058,0.5734544850214933,0.5908203317924153,0.6574684868310021,0.7705574847340534,1496.0,14.524,101.0,139.0,240.0,2.3300970873786406,2.0,27.0,17.0,54.0,29.0,71.0,0.06896551724137931,0.23943661971830985,26.0,48.0,74.0,0.35135135135135137,2.0,9.0,11.0,0.18181818181818182,4.0,11.0,15.0,0.26666666666666666,1.0,2.0,3.0,0.3333333333333333
396,103758,Taylor Dent,24.2902121834,188.0,21.0,R,USA,102.0,95.0,197.0,0.52,611.0,885.0,1496.0,7.594,0.5707913131514837,0.5765241448807883,0.6956575992677847,0.8085735090228837,3184.0,16.162,147.0,372.0,519.0,2.6345177664974617,18.0,35.0,66.0,72.0,53.0,138.0,0.33962264150943394,0.4782608695652174,70.0,66.0,136.0,0.5147058823529411,3.0,9.0,12.0,0.25,23.0,16.0,39.0,0.5897435897435898,6.0,4.0,10.0,0.6
398,103319,Jeff Morrison,23.4223134839,185.0,85.0,R,USA,24.0,40.0,64.0,0.38,246.0,243.0,489.0,7.641,0.5761730323717851,0.5955096880654382,0.6654326724364275,0.8212146726245324,938.0,14.656,53.0,80.0,133.0,2.078125,2.0,13.0,11.0,31.0,15.0,42.0,0.13333333333333333,0.2619047619047619,17.0,27.0,44.0,0.38636363636363635,1.0,4.0,5.0,0.2,6.0,9.0,15.0,0.4,0.0,0.0,0.0,0.0
402,103248,Harel Levy,22.8884325804,185.0,30.0,R,ISR,50.0,71.0,121.0,0.41,230.0,170.0,400.0,3.306,0.5778770975625489,0.6025511173366801,0.6572099238280712,0.7755645282446425,1364.0,11.273,95.0,138.0,233.0,1.9256198347107438,4.0,23.0,27.0,54.0,27.0,81.0,0.14814814814814814,0.3333333333333333,24.0,38.0,62.0,0.3870967741935484,17.0,21.0,38.0,0.4473684210526316,6.0,8.0,14.0,0.42857142857142855,3.0,4.0,7.0,0.42857142857142855
404,104339,Mario Ancic,22.8528405202,196.0,9.0,R,CRO,152.0,96.0,248.0,0.61,673.0,1503.0,2176.0,8.774,0.6005644928589273,0.6316320788735869,0.6932788336582966,0.7977374689178677,3655.0,14.738,135.0,507.0,642.0,2.588709677419355,33.0,50.0,108.0,85.0,83.0,193.0,0.39759036144578314,0.5595854922279793,74.0,53.0,127.0,0.5826771653543307,27.0,19.0,46.0,0.5869565217391305,35.0,11.0,46.0,0.7608695652173914,16.0,13.0,29.0,0.5517241379310345
406,103174,Noam Okun,24.0164271047,185.0,95.0,R,ISR,31.0,47.0,78.0,0.4,173.0,111.0,284.0,3.641,0.603900288980163,0.61698146670334,0.6545681809117216,0.752550005612867,854.0,10.949,67.0,64.0,131.0,1.6794871794871795,3.0,9.0,13.0,30.0,12.0,43.0,0.25,0.3023255813953488,25.0,33.0,58.0,0.43103448275862066,4.0,6.0,10.0,0.4,1.0,5.0,6.0,0.16666666666666666,1.0,3.0,4.0,0.25
411,103813,Jarkko Nieminen,24.9637234771,185.0,13.0,L,FIN,301.0,270.0,571.0,0.53,764.0,889.0,1653.0,2.895,0.6310653894254435,0.6792656185942896,0.6326775764569983,0.7130490125582681,7348.0,12.869,446.0,1137.0,1583.0,2.772329246935201,49.0,115.0,194.0,236.0,164.0,430.0,0.29878048780487804,0.4511627906976744,170.0,158.0,328.0,0.5182926829268293,99.0,79.0,178.0,0.5561797752808989,17.0,22.0,39.0,0.4358974358974359,15.0,11.0,26.0,0.5769230769230769
417,103176,David Sanchez,24.848733744,183.0,41.0,R,ESP,68.0,91.0,159.0,0.43,199.0,165.0,364.0,2.289,0.5992744686573388,0.6403922852357457,0.6102307574839738,0.6956958213636798,2183.0,13.73,208.0,314.0,522.0,3.2830188679245285,6.0,34.0,44.0,77.0,40.0,121.0,0.15,0.36363636363636365,6.0,25.0,31.0,0.1935483870967742,62.0,60.0,122.0,0.5081967213114754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,102880,Alexander Popp,27.6084873374,201.0,82.0,R,GER,36.0,50.0,86.0,0.42,168.0,223.0,391.0,4.547,0.6030140840265283,0.6686064218243933,0.6236719656014779,0.7633871432680635,1258.0,14.628,90.0,160.0,250.0,2.9069767441860463,6.0,8.0,19.0,38.0,14.0,57.0,0.42857142857142855,0.3333333333333333,8.0,16.0,24.0,0.3333333333333333,5.0,18.0,23.0,0.21739130434782608,22.0,13.0,35.0,0.6285714285714286,1.0,3.0,4.0,0.25
421,104022,Mikhail Youzhny,25.6125941136,183.0,8.0,R,RUS,379.0,327.0,706.0,0.54,1015.0,1758.0,2773.0,3.928,0.603833504792428,0.6090245677671143,0.6394046470348326,0.7513492077615431,11005.0,15.588,580.0,1514.0,2094.0,2.9660056657223794,95.0,134.0,294.0,282.0,229.0,576.0,0.4148471615720524,0.5104166666666666,193.0,166.0,359.0,0.5376044568245125,113.0,107.0,220.0,0.5136363636363637,46.0,34.0,80.0,0.575,27.0,20.0,47.0,0.574468085106383
422,102911,Andrei Stoliarov,24.6680355921,178.0,71.0,R,RUS,28.0,45.0,73.0,0.38,206.0,152.0,358.0,4.904,0.468571667354404,0.4637409758202345,0.6477451482011912,0.7517123864477374,1497.0,20.507,91.0,109.0,200.0,2.73972602739726,3.0,15.0,16.0,38.0,18.0,54.0,0.16666666666666666,0.2962962962962963,15.0,18.0,33.0,0.45454545454545453,8.0,14.0,22.0,0.36363636363636365,3.0,8.0,11.0,0.2727272727272727,2.0,5.0,7.0,0.2857142857142857
424,103857,Igor Kunitsyn,27.8028747433,180.0,36.0,R,RUS,62.0,107.0,169.0,0.37,248.0,205.0,453.0,2.68,0.596454051193017,0.6084932921467507,0.6134644487479441,0.7217796186900449,2486.0,14.71,178.0,240.0,418.0,2.473372781065089,7.0,31.0,40.0,86.0,38.0,126.0,0.18421052631578946,0.31746031746031744,42.0,68.0,110.0,0.38181818181818183,4.0,16.0,20.0,0.2,8.0,16.0,24.0,0.3333333333333333,8.0,7.0,15.0,0.5333333333333333
428,102494,Tomas Behrend,30.8090349076,193.0,74.0,R,GER,29.0,58.0,87.0,0.33,176.0,141.0,317.0,3.644,0.5917135741789378,0.6364036063555141,0.6295096756475559,0.7538790088444822,1165.0,13.391,97.0,113.0,210.0,2.413793103448276,6.0,16.0,20.0,43.0,22.0,63.0,0.2727272727272727,0.31746031746031744,11.0,21.0,32.0,0.34375,16.0,32.0,48.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.6666666666666666
429,103181,Jiri Vanek,22.6913073238,185.0,77.0,R,CZE,49.0,89.0,138.0,0.36,498.0,314.0,812.0,5.884,0.5803120924748971,0.5991957966839356,0.6483939850568821,0.7564740936750645,2069.0,14.993,166.0,197.0,363.0,2.630434782608696,4.0,28.0,29.0,71.0,32.0,100.0,0.125,0.29,13.0,29.0,42.0,0.30952380952380953,35.0,50.0,85.0,0.4117647058823529,1.0,7.0,8.0,0.125,0.0,0.0,0.0,0.0
437,103566,Michael Llodra,30.9733059548,190.0,21.0,L,FRA,136.0,171.0,307.0,0.44,971.0,1262.0,2233.0,7.274,0.6145144225215058,0.6258300725934466,0.6627953208516646,0.8172882822513887,4460.0,14.528,209.0,407.0,616.0,2.006514657980456,35.0,80.0,104.0,149.0,115.0,253.0,0.30434782608695654,0.41106719367588934,85.0,104.0,189.0,0.4497354497354497,16.0,34.0,50.0,0.32,31.0,21.0,52.0,0.5961538461538461,4.0,12.0,16.0,0.25
460,103694,Olivier Rochus,24.7446954141,168.0,24.0,R,BEL,186.0,212.0,398.0,0.47,286.0,347.0,633.0,1.59,0.6022269703262032,0.6201049377544998,0.6141179625596731,0.7255244146720439,5890.0,14.799,342.0,738.0,1080.0,2.71356783919598,26.0,91.0,120.0,192.0,117.0,312.0,0.2222222222222222,0.38461538461538464,83.0,92.0,175.0,0.4742857142857143,54.0,80.0,134.0,0.40298507462686567,39.0,30.0,69.0,0.5652173913043478,10.0,10.0,20.0,0.5
468,101843,Sergi Bruguera,30.4777549624,188.0,60.0,R,ESP,28.0,33.0,61.0,0.46,145.0,113.0,258.0,4.23,0.5791219186030931,0.5867285569001012,0.6520525479707883,0.7223739191171219,867.0,14.213,74.0,122.0,196.0,3.2131147540983607,2.0,10.0,17.0,26.0,12.0,43.0,0.16666666666666666,0.3953488372093023,3.0,5.0,8.0,0.375,25.0,27.0,52.0,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,104053,Andy Roddick,21.196440794,188.0,1.0,R,USA,430.0,151.0,581.0,0.74,1473.0,4830.0,6303.0,10.849,0.6241051754683369,0.6543323675523406,0.7288891874049063,0.8205160084656222,8084.0,13.914,151.0,1250.0,1401.0,2.4113597246127365,111.0,83.0,344.0,142.0,194.0,486.0,0.5721649484536082,0.7078189300411523,303.0,100.0,403.0,0.7518610421836228,58.0,31.0,89.0,0.651685393258427,54.0,14.0,68.0,0.7941176470588235,15.0,6.0,21.0,0.7142857142857143
472,103356,Michel Kratochvil,23.2525667351,185.0,35.0,R,SUI,54.0,74.0,128.0,0.42,206.0,215.0,421.0,3.289,0.5592047041285934,0.5669941248272655,0.6430944392968023,0.7516413229052011,2056.0,16.062,140.0,230.0,370.0,2.890625,9.0,31.0,36.0,63.0,40.0,99.0,0.225,0.36363636363636365,28.0,34.0,62.0,0.45161290322580644,15.0,26.0,41.0,0.36585365853658536,6.0,7.0,13.0,0.46153846153846156,5.0,7.0,12.0,0.4166666666666667
473,103852,Feliciano Lopez,33.4647501711,188.0,12.0,L,ESP,351.0,317.0,668.0,0.53,2649.0,4165.0,6814.0,10.201,0.5824861422002773,0.590299438739067,0.7078340762262523,0.8039969864316361,11456.0,17.15,308.0,1029.0,1337.0,2.001497005988024,86.0,143.0,254.0,284.0,229.0,538.0,0.37554585152838427,0.4721189591078067,196.0,183.0,379.0,0.5171503957783641,86.0,97.0,183.0,0.46994535519125685,62.0,28.0,90.0,0.6888888888888889,7.0,9.0,16.0,0.4375
