,PlayerID,Player_Name,Age,Height,MaxRank,Hand,Country,First_Serve_%,First_Serve_Win_%,win_count,lose_count,Win%
155,103917,Nicolas Mahut,32.2847364819,190.0,37.0,R,FRA,0.6226415094339622,0.7878787878787878,181.0,226.0,0.8
156,120424,Yannick Maden,29.4811772758,185.0,109.0,R,GER,0.6341463414634146,0.6923076923076923,9.0,17.0,0.53
157,104978,Daniel Brands,26.1108829569,196.0,51.0,R,GER,0.5333333333333333,0.78125,60.0,93.0,0.65
158,200247,Alexandar Lazarov,21.2457221081,,,R,BUL,0.75,0.8484848484848485,2.0,5.0,0.4
159,202090,Adrian Andreev,17.7330595483,,,R,BUL,0.5656565656565656,0.75,2.0,7.0,0.29
160,106220,Dimitar Kuzmanov,28.167008898,183.0,226.0,R,BUL,0.6771653543307087,0.7209302325581395,14.0,14.0,1.0
161,105656,Marcelo Arevalo,27.7837097878,191.0,145.0,R,ESA,0.6379310344827587,0.7027027027027027,25.0,18.0,1.39
162,104297,Rogerio Dutra Silva,33.4510609172,178.0,64.0,R,BRA,0.47368421052631576,0.7777777777777778,30.0,65.0,0.46
163,202103,Francisco Cerundolo,20.4982888433,,,R,ARG,0.6933333333333334,0.6538461538461539,5.0,10.0,0.5
164,111790,Brayden Schnur,24.1451060917,,92.0,R,CAN,0.5507246376811594,0.8421052631578947,4.0,18.0,0.22
165,105359,Jason Jung,30.674880219,,119.0,R,TPE,0.6226415094339622,0.7272727272727273,10.0,21.0,0.48
166,105041,Lukas Lacko,25.1991786448,185.0,44.0,R,SVK,0.6145833333333334,0.864406779661017,98.0,148.0,0.66
167,111511,Noah Rubin,22.5133470226,,135.0,R,USA,0.6203703703703703,0.8208955223880597,8.0,21.0,0.38
168,105166,Peter Polansky,30.045174538,180.0,110.0,R,CAN,0.66,0.696969696969697,19.0,45.0,0.42
169,200368,Jack Mingjie Lin,19.8275154004,,,R,CAN,0.6346153846153846,0.7575757575757576,,1.0,
170,134868,Tallon Griekspoor,25.0458590007,,105.0,R,NED,0.6513761467889908,0.7323943661971831,7.0,15.0,0.47
171,105015,Franko Skugor,28.5776865161,193.0,146.0,R,CRO,0.5303030303030303,0.8,8.0,23.0,0.35
172,105223,Juan Martin del Potro,29.8863791923,198.0,3.0,R,ARG,0.6226415094339622,0.7272727272727273,443.0,177.0,2.5
173,111577,Jared Donaldson,21.401779603,,48.0,R,USA,0.5333333333333333,0.7708333333333334,48.0,65.0,0.74
174,105065,Tim Smyczek,27.266255989,175.0,68.0,R,USA,0.625,0.8,43.0,85.0,0.51
175,105985,Darian King,24.9363449692,188.0,114.0,R,BAR,0.5970149253731343,0.825,27.0,16.0,1.69
176,133297,Yosuke Watanuki,20.8542094456,,181.0,R,JPN,0.5735294117647058,0.8205128205128205,4.0,4.0,1.0
177,106296,Gregoire Barrere,25.9055441478,183.0,82.0,R,FRA,0.6842105263157895,0.9076923076923077,11.0,28.0,0.39
178,106005,Constant Lestienne,26.3956194387,,154.0,R,FRA,0.6976744186046512,0.8666666666666667,1.0,6.0,0.17
179,106078,Egor Gerasimov,27.3045859001,196.0,68.0,R,BLR,0.7798165137614679,0.7764705882352941,57.0,47.0,1.21
180,134770,Casper Ruud,22.841889117,183.0,8.0,R,NOR,0.68,0.803921568627451,116.0,70.0,1.66
181,111200,Elias Ymer,22.302532512,183.0,108.0,R,SWE,0.6530612244897959,0.875,22.0,51.0,0.43
182,126204,Gerardo Lopez Villasenor,24.7885010267,,518.0,U,MEX,0.5245901639344263,0.84375,5.0,7.0,0.71
183,105943,Federico Gaio,27.9151266256,,124.0,R,ITA,0.673469387755102,0.6666666666666666,3.0,14.0,0.21
184,207182,Emilio Nava,17.2320328542,,,R,USA,0.775,0.8709677419354839,,3.0,
185,144895,Corentin Moutet,20.7556468172,178.0,70.0,L,FRA,0.6176470588235294,0.8333333333333334,30.0,45.0,0.67
186,105633,Mohamed Safwat,29.4510609172,183.0,131.0,R,EGY,,,9.0,23.0,0.39
187,105477,Marco Trungelliti,29.067761807,,121.0,R,ARG,0.6842105263157895,0.6666666666666666,13.0,17.0,0.76
188,124079,Pedro Martinez,24.4982888433,,58.0,R,ESP,0.6,0.8181818181818182,26.0,31.0,0.84
189,106203,Pedro Sakamoto,25.659137577,,389.0,R,BRA,0.7037037037037037,0.7368421052631579,,1.0,
190,106218,Marcos Giron,28.1971252567,180.0,56.0,R,USA,0.6379310344827587,0.7837837837837838,35.0,36.0,0.97
191,105385,Donald Young,22.598220397,183.0,38.0,L,USA,0.5897435897435898,0.9130434782608695,126.0,190.0,0.66
192,122330,Alexander Bublik,24.3559206023,196.0,34.0,R,KAZ,0.4918032786885246,0.9333333333333333,70.0,70.0,1.0
193,200095,Nicola Kuhn,17.9958932238,,211.0,R,ESP,0.5125,0.7317073170731707,3.0,7.0,0.43
194,202358,Chun Hsin Tseng,18.5653661875,,279.0,R,TPE,0.6063829787234043,0.7192982456140351,3.0,3.0,1.0
195,144707,Mikael Ymer,21.4784394251,183.0,67.0,R,SWE,0.5526315789473685,0.8095238095238095,38.0,45.0,0.84
196,123755,Daniel Elahi Galan,25.2950034223,191.0,104.0,R,COL,0.5416666666666666,0.7435897435897436,23.0,23.0,1.0
197,105053,Santiago Giraldo,26.8391512663,188.0,28.0,R,COL,0.68,0.7941176470588235,167.0,205.0,0.81
198,106353,Pedja Krstin,24.0191649555,,174.0,R,SRB,0.627906976744186,0.7777777777777778,3.0,4.0,0.75
199,105649,Cedrik Marcel Stebe,28.4955509925,183.0,,L,GER,0.7068965517241379,0.7560975609756098,31.0,49.0,0.63
200,106075,Jozef Kovalik,25.7330595483,183.0,82.0,R,SVK,0.6382978723404256,0.8333333333333334,21.0,42.0,0.5
201,200221,Alejandro Davidovich Fokina,22.2368240931,183.0,32.0,R,ESP,0.6111111111111112,0.7363636363636363,43.0,43.0,1.0
202,200031,Lucas Catarina,21.6372347707,,365.0,R,MON,0.7083333333333334,0.8235294117647058,1.0,5.0,0.2
203,105226,Attila Balazs,31.4277891855,180.0,76.0,R,HUN,0.6601941747572816,0.7794117647058824,28.0,24.0,1.17
204,206173,Jannik Sinner,20.2108145106,188.0,9.0,R,ITA,0.569620253164557,0.8,81.0,43.0,1.88
205,200218,Mate Valkusz,20.076659822,,271.0,R,HUN,0.7840909090909091,0.7391304347826086,,3.0,
206,106249,Joao Domingues,26.3682409309,178.0,169.0,R,POR,0.6756756756756757,0.7,7.0,7.0,1.0
207,111795,Filippo Baldi,23.5290896646,,149.0,R,ITA,0.7454545454545455,0.7317073170731707,,3.0,
208,106099,Salvatore Caruso,28.1314168378,185.0,76.0,R,ITA,0.4383561643835616,0.65625,19.0,43.0,0.44
209,104755,Richard Gasquet,21.6509240246,185.0,7.0,R,FRA,0.6041666666666666,0.9310344827586207,564.0,355.0,1.59
210,109640,Andrea Basso,25.5934291581,,416.0,L,ITA,0.5757575757575758,0.7894736842105263,,1.0,
211,126523,Bernabe Zapata Miralles,24.629705681,,116.0,R,ESP,0.7202797202797203,0.7475728155339806,6.0,13.0,0.46
212,106137,Tristan Lamasine,23.370294319,,182.0,R,FRA,0.7083333333333334,0.7647058823529411,3.0,6.0,0.5
213,105731,Steven Diez,26.1054072553,,176.0,R,CAN,0.48148148148148145,0.8076923076923077,2.0,9.0,0.22
214,126125,Maxime Janvier,22.6036960986,,190.0,R,FRA,0.6086956521739131,0.8095238095238095,,5.0,
215,104586,Lukas Rosol,29.18275154,196.0,26.0,R,CZE,0.5396825396825397,0.7058823529411765,124.0,158.0,0.78
216,200611,Elliot Benchetrit,21.9904175222,,217.0,R,FRA,0.684931506849315,0.78,1.0,5.0,0.2
217,105641,Blaz Rola,24.2902121834,193.0,80.0,L,SLO,0.5631067961165048,0.8448275862068966,13.0,22.0,0.59
218,126205,Tommy Paul,23.8275154004,185.0,51.0,R,USA,0.5342465753424658,0.7692307692307693,51.0,51.0,1.0
